author,werk,kapitel,vers,text
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,,"EineApologie des Christentumsim strengen Sinn stellt das Werk dar, insofern es einmal die charakteristische Zweiteilung der Apologie enthält: den Angriff auf die gegnerische Position und die Verteidigung der eigenen, sodann auch die doppelte Bestimmung hat, einem bereits christlichen Leserkreis eineS. 524noch notwendige weitere Belehrung zu geben, wie auch dem Christentum noch Fernstehende über die Wahrheit aufzuklären und für Christus zu gewinnen."
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,1,"Die zwei Abhandlungen sind nämlich nicht an einen bestimmten Freund Makarius1adressiert, sondern an einen weiteren, und zwar zunächst2an einenchristlichenLeserkreis, der allerdings noch einer Unterweisung und Befestigung im Glauben bedarf: Der Adressat wird wiederholt (contra gentes cc. 1. 47; de incarnatione cc. 1. 56) als μακάριος und φιλόχριστος angeredet, und die Angaben des Athanasius über den Zweck seines Schreibens (im Schlußabschnitt von contra gentes c. 1 sowie in de incarnatione c.1) stellen außer jeden Zweifel, daß der Leser desselben sich bereits zum Christentum bekehrt hat. Anderseits sollte das Werk wohl auch einem noch außenstehenden Leserpublikum zugänglich werden. Zu solcher Annahme rieten schon die einläßliche Bloßstellung des Götzendienstes und die wiederholte Aufforderung zum Schriftstudium (contra gentes c. 1; de incarnatione c. 57. u. ö.) und raten mehr noch einzelne Stellen der einen wie der anderen Schrift: In contra gentes c.1 stößt der Leser auf die Warnung, „die bei uns vorgetragene Lehre geringzuschätzen oder den Glauben an Christus für unvernünftig zu halten“. In c.21 werden durchweg die Heiden direkt angeredet. In de incarnatione ergeht an den Leser wiederholt (cc. 28. 55) der Appell, sich zum christlichen Glauben zu bekennen und seine Vorurteile aufzugeben.3"
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,4,"Die Herkunft dieser doppelgliedrigen Apologie vonS. 525Athanasius wurde vorübergehend mit ganz unzulässigen Gründen bezweifelt und bestritten, von einer besonnenen Kritik aber sichergestellt.4"
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,,"Entstanden ist das „Jugendwerk“ des Athanasius wohl vor dem Auftauchen der arianischen Streitigkeiten und jedenfalls vor dem Nizänum, mit ziemlicher Sicherheit ca. 320. Der alexandrinische Diakon wäre dann bei seiner Abfassung etwa 25 Jahre alt gewesen."
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,5,"Bei der Bestimmung des Abfassungsortes wird man auf Ägypten und näherhin auf Alexandria weisen müssen. Die Bemerkung in contra gentes c. 1: „Da wir aber die Traktate der Lehrer augenblicklich nicht zur Hand haben, so müssen wir das, was wir von jenen gelernt haben, dir mitteilen und schreiben“, spricht nicht ernsthaft dagegen. K. Hoß5beurteilte sie einfach als „eine ungeschickte Motivierung des eigenen schriftstellerischen Unternehmens“ und meint, „es dürfte kaum möglich sein, dieser“ - ziemlich belanglosen - „Stelle einen vernünftigen Sinn abzugewinnen“. - Indes darf man mit Grund annehmen, daß Athanasius mit der zitierten Äußerung sich kommunikativ in die Lage des Adressaten dachte. Unmittelbar zuvor schreibt er ja, wer in der Lage sei, nebst den heiligen Büchern auch die Väterschriften studieren zu können, werde erwünschten Aufschluß finden und zur Erkenntnis der Wahrheit gelangen. Nun bedarf aber doch nicht Athanasius erst noch solcher Erkenntnis und damit eines weiteren „Väter“studiums, sondern sein Leser. Ihm, der hierzu die „Vätertraktate“ benötigte, aber solche nicht zur Verfügung hat, will er nun in mitfolgender Schrift einen Ersatz dafür liefern."
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,6,"Mit diesen zwei Traktaten hat Athanasius zweifellos einen wertvollen Beitrag zur apologetischen Literatur geliefert. Mögen auch beide an Weitschweifigkeit und lästigen Wiederholungen leiden, gelegentlich auchS. 526wenig gelungene Bilder und Vergleiche bringen oder eine klare Gedankenabfolge missen lassen, - stilistisch gewertet, zählen sie doch zu den besten Arbeiten des Alexandriners, und sachlich betrachtet, mangelt ihnen kaum ein wesentliches apologetisches Beweismoment. „Über die Menschwerdung“ darf geradezu als „die klassische Darstellung der altkirchlichen Erlösungslehre“ bezeichnet werden.6"
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,,Der Übersicht halber schicken wir einedetailliertere Inhaltsangabefür die zwei Schriften voraus:
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,,"Die lateinische Übersetzung des Ambrosius von Kamaldoli trug erstmals die irrige Aufschrift: Athanasii Alexandrini episcopi contra gentiles liber primus adMacariumAlexandrinae eoclesiae presbyterum. Sie ist aber sicher auf ein Mißverständnis der Anrede in c. 1 .(ὦ μακάριε) zurückzuführen. Die ganz analoge Anrede in de incarnatione c. 1 .(μακάριε καὶ ἀληθῶς φιλόχριστε) verbietet allein schon, an einen Adressaten mit dem Eigennamen „Makarius“ zu denken.↩"
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,,"K. Hoß (Studien über das Schrifttum und die Theologie des Athanasius, Freiburg 1899, S. 6) denkt sich - sicher mit Unrecht - als erste Adressaten nichtchristliche Leser.↩"
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,,"Besonders von A.. Stülcken (Athanasiana, Literar- und dogmengeschichtliche Untersuchungen. Leipzig 1899. SS. 1-23) und K. Hoß (a. a. O. SS. 1- 95). Hoß' sichere Urteile und Ergebnisse wurden für unsere „Einleitung“ vor allem berücksichtigt und angenommen.↩"
Corpus_cpg-2090,"Kommentar (Deutsch): Einleitung zu ""Gegen die Heiden"" und ""Über die Menschwerdung""",Einleitung,,"O. Bardenhewer, Patrologie 3. Aufl.. Freiburg 1910. S. 212.↩"
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"S. 188Schreiben des heiligen Vater’s Athanasius, Erzbischofes von Alexandrien, daß die nicäische Synode, nachdem sie die Verschlagenheit der Eusebianer eingesehen hatte, ihre Beschlüsse über die arianische Ketzerei auf eine angemessene und religiöse Weise faßte."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,1,"Du hast recht gethan, daß du deinen Streit mit den Verfechtern der arianischen Ketzerei mir bekannt gemacht hast, unter welchen nicht nur einige Freunde des Eusebius, sondern auch sehr viele von den Brüdern waren, welche dem Glauben der Kirche anhangen. Deine Christum liebende Wachsamkeit nun, welche die gotttose Ketzerei trefflich widerlegte, habe ich mit Wohlgefallen aufgenommen; zugleich habe ich mich aber auch über die Unverschämtheit jener Menschen gewundert, daß sie, obwohl die Gründe der Arianer als unhaltbar und nichtig widerlegt wurden, und ihre ganze Bosheit von Allen verworfen wurde, doch sogar nach diesem noch wie die Juden murrten und sagten: Warum haben die zu Nicäa Versammelten die nicht geschriebenen Ausdrücke, nämlich„aus der Wesenheit“und„gleiches Wesens“1, geschrieben? Du hast zwar als beredter Mann bewiesen, daß sie auch ungeachtet dieser Ausflüchte leere Worte vorbringen. Jene aber thun nichts, was ihrer schlechten Gesinnung fremd wäre, wenn sie Vorwände erdichten. Denn sie sind in ihren Ansichten so unbeständig undS. 189veränderlich, wie die Chamäleone2in ihren Farben, und sie erröthen, wenn man sie überweist, kommen in Verlegenheit, wenn man sie zur Rede stellt, und schützen endlich unverschämter Weise nichtige Gründe vor. Ueberweiset sie auch hierin Jemand, so ermüden sie nicht, bis sie Dinge, welche nicht sind, ausgedacht, und wie geschrieben3steht, auf Eitles gesonnen haben, um nur gottlos zu bleiben. Dieses Verfahren aber ist nichts anders, als ein augenscheinlicher Beweis ihrer Thorheit, und, wie ich sagte, eine Nachahmung der jüdischen Bosheit. Denn da die Juden, von der Wahrheit überzeugt, die Augen gegen dieselbe nicht zu erheben vermochten, gebrauchten sie Vorwände und sagten:4„Was thust du für ein Wunder, auf daß wir sehen und dir glauben? Was wirkest du?“ Da doch so viele Wunder geschahen, daß auch sie selbst sagen mußten:5„Was thun wir? denn dieser Mensch wirkt viele Wunder.“ Todte wurden ja auferweckt, Lahme gingen, Blinde sahen, Aussätzige wurden gereiniget, das Wasser wurde in Wein verwandelt, und mit fünf Broden wurden fünftausend Menschen gesättiget. Und alle bewunderten und beteten ihn als den Herrn an, indem sie bekannten, daß in ihm die Weissagungen erfüllt wurden, und daß er Gott, der Sohn Gottes sey. Nur die Pharisäer murrten, obwohl die Wunder klarer als die Sonne waren, doch wieder wie Unwissende und sprachen:6„Warum machst du, da du ein Mensch bist, dich selbst zu Gott?“ Die Thoren und wahrhaft Blinden in ihren Herzen! Sie hätten vielmehr sagen sollen: Warum bist du, da du Gott bist, Mensch geworden? Denn die Werke bewiesen, daß er Gott ist, so daß sie die Güte des Vaters hätten verehren, und seine unsertwegenS. 190gemachte Anordnung hätten bewundern sollen. Dieses sagten sie aber nicht; ja sie wollten nicht einmal das, was geschah, sehen; oder wenn sie es sahen, (denn sie konnten nicht umhin, es zu sehen;) so nahmen sie gleich wieder zu einer andern Klage ihre Zuflucht und sagten: Warum heilst du am Sabathe den Gichtbrüchigen, und warum machest du den Blindgebornen sehend ? Dieses war aber wieder ein Vorwand und ein bloßes Murren. Denn auch, wenn der Herr an andern Tagen jede Krankheit und jedes Gebrechen heilte, beklagten sich jene auf die gewöhnliche Weise, und wollten ihn lieber Beelzebul nennen, und so in den Verdacht der Gottlosigkeit fallen, als ihre eigene Bosheit ablegen. Obwohl also der Heiland auf verschiedene und vielfache Weise seine Gottheit bewies, und allen die frohe Bothschaft von dem Vater brachte, widersprachen jene nichts desto weniger auch so, wie wenn sie auf Stachel träten, mit thörichtem Geschwätze, um nur nach dem göttlichen Sprüchworte7Vorwände ausfindig zu machen, unter welchen sie sich von der Wahrheit trennen könnten."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,Ἐκ τῆς οὐσίας καὶ τὸ ὁμοούσιον[Ek tēs ousias kai to homoousion].↩
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"Das Chamäleon ist ein sonderbares Thierchen, mit langen Beinen, eckigem Kopfe, großen Augen. Es sieht, je nachdem es kalt oder warm, fröhlich oder traurig ist, bald grünlich, bald gelblich, weißlich, oder röthlich aus.↩"
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"S. 188Schreiben des heiligen Vater’s Athanasius, Erzbischofes von Alexandrien, daß die nicäische Synode, nachdem sie die Verschlagenheit der Eusebianer eingesehen hatte, ihre Beschlüsse über die arianische Ketzerei auf eine angemessene und religiöse Weise faßte."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,1,"Du hast recht gethan, daß du deinen Streit mit den Verfechtern der arianischen Ketzerei mir bekannt gemacht hast, unter welchen nicht nur einige Freunde des Eusebius, sondern auch sehr viele von den Brüdern waren, welche dem Glauben der Kirche anhangen. Deine Christum liebende Wachsamkeit nun, welche die gotttose Ketzerei trefflich widerlegte, habe ich mit Wohlgefallen aufgenommen; zugleich habe ich mich aber auch über die Unverschämtheit jener Menschen gewundert, daß sie, obwohl die Gründe der Arianer als unhaltbar und nichtig widerlegt wurden, und ihre ganze Bosheit von Allen verworfen wurde, doch sogar nach diesem noch wie die Juden murrten und sagten: Warum haben die zu Nicäa Versammelten die nicht geschriebenen Ausdrücke, nämlich„aus der Wesenheit“und„gleiches Wesens“1, geschrieben? Du hast zwar als beredter Mann bewiesen, daß sie auch ungeachtet dieser Ausflüchte leere Worte vorbringen. Jene aber thun nichts, was ihrer schlechten Gesinnung fremd wäre, wenn sie Vorwände erdichten. Denn sie sind in ihren Ansichten so unbeständig undS. 189veränderlich, wie die Chamäleone2in ihren Farben, und sie erröthen, wenn man sie überweist, kommen in Verlegenheit, wenn man sie zur Rede stellt, und schützen endlich unverschämter Weise nichtige Gründe vor. Ueberweiset sie auch hierin Jemand, so ermüden sie nicht, bis sie Dinge, welche nicht sind, ausgedacht, und wie geschrieben3steht, auf Eitles gesonnen haben, um nur gottlos zu bleiben. Dieses Verfahren aber ist nichts anders, als ein augenscheinlicher Beweis ihrer Thorheit, und, wie ich sagte, eine Nachahmung der jüdischen Bosheit. Denn da die Juden, von der Wahrheit überzeugt, die Augen gegen dieselbe nicht zu erheben vermochten, gebrauchten sie Vorwände und sagten:4„Was thust du für ein Wunder, auf daß wir sehen und dir glauben? Was wirkest du?“ Da doch so viele Wunder geschahen, daß auch sie selbst sagen mußten:5„Was thun wir? denn dieser Mensch wirkt viele Wunder.“ Todte wurden ja auferweckt, Lahme gingen, Blinde sahen, Aussätzige wurden gereiniget, das Wasser wurde in Wein verwandelt, und mit fünf Broden wurden fünftausend Menschen gesättiget. Und alle bewunderten und beteten ihn als den Herrn an, indem sie bekannten, daß in ihm die Weissagungen erfüllt wurden, und daß er Gott, der Sohn Gottes sey. Nur die Pharisäer murrten, obwohl die Wunder klarer als die Sonne waren, doch wieder wie Unwissende und sprachen:6„Warum machst du, da du ein Mensch bist, dich selbst zu Gott?“ Die Thoren und wahrhaft Blinden in ihren Herzen! Sie hätten vielmehr sagen sollen: Warum bist du, da du Gott bist, Mensch geworden? Denn die Werke bewiesen, daß er Gott ist, so daß sie die Güte des Vaters hätten verehren, und seine unsertwegenS. 190gemachte Anordnung hätten bewundern sollen. Dieses sagten sie aber nicht; ja sie wollten nicht einmal das, was geschah, sehen; oder wenn sie es sahen, (denn sie konnten nicht umhin, es zu sehen;) so nahmen sie gleich wieder zu einer andern Klage ihre Zuflucht und sagten: Warum heilst du am Sabathe den Gichtbrüchigen, und warum machest du den Blindgebornen sehend ? Dieses war aber wieder ein Vorwand und ein bloßes Murren. Denn auch, wenn der Herr an andern Tagen jede Krankheit und jedes Gebrechen heilte, beklagten sich jene auf die gewöhnliche Weise, und wollten ihn lieber Beelzebul nennen, und so in den Verdacht der Gottlosigkeit fallen, als ihre eigene Bosheit ablegen. Obwohl also der Heiland auf verschiedene und vielfache Weise seine Gottheit bewies, und allen die frohe Bothschaft von dem Vater brachte, widersprachen jene nichts desto weniger auch so, wie wenn sie auf Stachel träten, mit thörichtem Geschwätze, um nur nach dem göttlichen Sprüchworte7Vorwände ausfindig zu machen, unter welchen sie sich von der Wahrheit trennen könnten."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,Ἐκ τῆς οὐσίας καὶ τὸ ὁμοούσιον[Ek tēs ousias kai to homoousion].↩
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"Das Chamäleon ist ein sonderbares Thierchen, mit langen Beinen, eckigem Kopfe, großen Augen. Es sieht, je nachdem es kalt oder warm, fröhlich oder traurig ist, bald grünlich, bald gelblich, weißlich, oder röthlich aus.↩"
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"S. 188Schreiben des heiligen Vater’s Athanasius, Erzbischofes von Alexandrien, daß die nicäische Synode, nachdem sie die Verschlagenheit der Eusebianer eingesehen hatte, ihre Beschlüsse über die arianische Ketzerei auf eine angemessene und religiöse Weise faßte."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,1,"Du hast recht gethan, daß du deinen Streit mit den Verfechtern der arianischen Ketzerei mir bekannt gemacht hast, unter welchen nicht nur einige Freunde des Eusebius, sondern auch sehr viele von den Brüdern waren, welche dem Glauben der Kirche anhangen. Deine Christum liebende Wachsamkeit nun, welche die gotttose Ketzerei trefflich widerlegte, habe ich mit Wohlgefallen aufgenommen; zugleich habe ich mich aber auch über die Unverschämtheit jener Menschen gewundert, daß sie, obwohl die Gründe der Arianer als unhaltbar und nichtig widerlegt wurden, und ihre ganze Bosheit von Allen verworfen wurde, doch sogar nach diesem noch wie die Juden murrten und sagten: Warum haben die zu Nicäa Versammelten die nicht geschriebenen Ausdrücke, nämlich„aus der Wesenheit“und„gleiches Wesens“1, geschrieben? Du hast zwar als beredter Mann bewiesen, daß sie auch ungeachtet dieser Ausflüchte leere Worte vorbringen. Jene aber thun nichts, was ihrer schlechten Gesinnung fremd wäre, wenn sie Vorwände erdichten. Denn sie sind in ihren Ansichten so unbeständig undS. 189veränderlich, wie die Chamäleone2in ihren Farben, und sie erröthen, wenn man sie überweist, kommen in Verlegenheit, wenn man sie zur Rede stellt, und schützen endlich unverschämter Weise nichtige Gründe vor. Ueberweiset sie auch hierin Jemand, so ermüden sie nicht, bis sie Dinge, welche nicht sind, ausgedacht, und wie geschrieben3steht, auf Eitles gesonnen haben, um nur gottlos zu bleiben. Dieses Verfahren aber ist nichts anders, als ein augenscheinlicher Beweis ihrer Thorheit, und, wie ich sagte, eine Nachahmung der jüdischen Bosheit. Denn da die Juden, von der Wahrheit überzeugt, die Augen gegen dieselbe nicht zu erheben vermochten, gebrauchten sie Vorwände und sagten:4„Was thust du für ein Wunder, auf daß wir sehen und dir glauben? Was wirkest du?“ Da doch so viele Wunder geschahen, daß auch sie selbst sagen mußten:5„Was thun wir? denn dieser Mensch wirkt viele Wunder.“ Todte wurden ja auferweckt, Lahme gingen, Blinde sahen, Aussätzige wurden gereiniget, das Wasser wurde in Wein verwandelt, und mit fünf Broden wurden fünftausend Menschen gesättiget. Und alle bewunderten und beteten ihn als den Herrn an, indem sie bekannten, daß in ihm die Weissagungen erfüllt wurden, und daß er Gott, der Sohn Gottes sey. Nur die Pharisäer murrten, obwohl die Wunder klarer als die Sonne waren, doch wieder wie Unwissende und sprachen:6„Warum machst du, da du ein Mensch bist, dich selbst zu Gott?“ Die Thoren und wahrhaft Blinden in ihren Herzen! Sie hätten vielmehr sagen sollen: Warum bist du, da du Gott bist, Mensch geworden? Denn die Werke bewiesen, daß er Gott ist, so daß sie die Güte des Vaters hätten verehren, und seine unsertwegenS. 190gemachte Anordnung hätten bewundern sollen. Dieses sagten sie aber nicht; ja sie wollten nicht einmal das, was geschah, sehen; oder wenn sie es sahen, (denn sie konnten nicht umhin, es zu sehen;) so nahmen sie gleich wieder zu einer andern Klage ihre Zuflucht und sagten: Warum heilst du am Sabathe den Gichtbrüchigen, und warum machest du den Blindgebornen sehend ? Dieses war aber wieder ein Vorwand und ein bloßes Murren. Denn auch, wenn der Herr an andern Tagen jede Krankheit und jedes Gebrechen heilte, beklagten sich jene auf die gewöhnliche Weise, und wollten ihn lieber Beelzebul nennen, und so in den Verdacht der Gottlosigkeit fallen, als ihre eigene Bosheit ablegen. Obwohl also der Heiland auf verschiedene und vielfache Weise seine Gottheit bewies, und allen die frohe Bothschaft von dem Vater brachte, widersprachen jene nichts desto weniger auch so, wie wenn sie auf Stachel träten, mit thörichtem Geschwätze, um nur nach dem göttlichen Sprüchworte7Vorwände ausfindig zu machen, unter welchen sie sich von der Wahrheit trennen könnten."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,Ἐκ τῆς οὐσίας καὶ τὸ ὁμοούσιον[Ek tēs ousias kai to homoousion].↩
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"Das Chamäleon ist ein sonderbares Thierchen, mit langen Beinen, eckigem Kopfe, großen Augen. Es sieht, je nachdem es kalt oder warm, fröhlich oder traurig ist, bald grünlich, bald gelblich, weißlich, oder röthlich aus.↩"
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"S. 188Schreiben des heiligen Vater’s Athanasius, Erzbischofes von Alexandrien, daß die nicäische Synode, nachdem sie die Verschlagenheit der Eusebianer eingesehen hatte, ihre Beschlüsse über die arianische Ketzerei auf eine angemessene und religiöse Weise faßte."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,1,"Du hast recht gethan, daß du deinen Streit mit den Verfechtern der arianischen Ketzerei mir bekannt gemacht hast, unter welchen nicht nur einige Freunde des Eusebius, sondern auch sehr viele von den Brüdern waren, welche dem Glauben der Kirche anhangen. Deine Christum liebende Wachsamkeit nun, welche die gotttose Ketzerei trefflich widerlegte, habe ich mit Wohlgefallen aufgenommen; zugleich habe ich mich aber auch über die Unverschämtheit jener Menschen gewundert, daß sie, obwohl die Gründe der Arianer als unhaltbar und nichtig widerlegt wurden, und ihre ganze Bosheit von Allen verworfen wurde, doch sogar nach diesem noch wie die Juden murrten und sagten: Warum haben die zu Nicäa Versammelten die nicht geschriebenen Ausdrücke, nämlich„aus der Wesenheit“und„gleiches Wesens“1, geschrieben? Du hast zwar als beredter Mann bewiesen, daß sie auch ungeachtet dieser Ausflüchte leere Worte vorbringen. Jene aber thun nichts, was ihrer schlechten Gesinnung fremd wäre, wenn sie Vorwände erdichten. Denn sie sind in ihren Ansichten so unbeständig undS. 189veränderlich, wie die Chamäleone2in ihren Farben, und sie erröthen, wenn man sie überweist, kommen in Verlegenheit, wenn man sie zur Rede stellt, und schützen endlich unverschämter Weise nichtige Gründe vor. Ueberweiset sie auch hierin Jemand, so ermüden sie nicht, bis sie Dinge, welche nicht sind, ausgedacht, und wie geschrieben3steht, auf Eitles gesonnen haben, um nur gottlos zu bleiben. Dieses Verfahren aber ist nichts anders, als ein augenscheinlicher Beweis ihrer Thorheit, und, wie ich sagte, eine Nachahmung der jüdischen Bosheit. Denn da die Juden, von der Wahrheit überzeugt, die Augen gegen dieselbe nicht zu erheben vermochten, gebrauchten sie Vorwände und sagten:4„Was thust du für ein Wunder, auf daß wir sehen und dir glauben? Was wirkest du?“ Da doch so viele Wunder geschahen, daß auch sie selbst sagen mußten:5„Was thun wir? denn dieser Mensch wirkt viele Wunder.“ Todte wurden ja auferweckt, Lahme gingen, Blinde sahen, Aussätzige wurden gereiniget, das Wasser wurde in Wein verwandelt, und mit fünf Broden wurden fünftausend Menschen gesättiget. Und alle bewunderten und beteten ihn als den Herrn an, indem sie bekannten, daß in ihm die Weissagungen erfüllt wurden, und daß er Gott, der Sohn Gottes sey. Nur die Pharisäer murrten, obwohl die Wunder klarer als die Sonne waren, doch wieder wie Unwissende und sprachen:6„Warum machst du, da du ein Mensch bist, dich selbst zu Gott?“ Die Thoren und wahrhaft Blinden in ihren Herzen! Sie hätten vielmehr sagen sollen: Warum bist du, da du Gott bist, Mensch geworden? Denn die Werke bewiesen, daß er Gott ist, so daß sie die Güte des Vaters hätten verehren, und seine unsertwegenS. 190gemachte Anordnung hätten bewundern sollen. Dieses sagten sie aber nicht; ja sie wollten nicht einmal das, was geschah, sehen; oder wenn sie es sahen, (denn sie konnten nicht umhin, es zu sehen;) so nahmen sie gleich wieder zu einer andern Klage ihre Zuflucht und sagten: Warum heilst du am Sabathe den Gichtbrüchigen, und warum machest du den Blindgebornen sehend ? Dieses war aber wieder ein Vorwand und ein bloßes Murren. Denn auch, wenn der Herr an andern Tagen jede Krankheit und jedes Gebrechen heilte, beklagten sich jene auf die gewöhnliche Weise, und wollten ihn lieber Beelzebul nennen, und so in den Verdacht der Gottlosigkeit fallen, als ihre eigene Bosheit ablegen. Obwohl also der Heiland auf verschiedene und vielfache Weise seine Gottheit bewies, und allen die frohe Bothschaft von dem Vater brachte, widersprachen jene nichts desto weniger auch so, wie wenn sie auf Stachel träten, mit thörichtem Geschwätze, um nur nach dem göttlichen Sprüchworte7Vorwände ausfindig zu machen, unter welchen sie sich von der Wahrheit trennen könnten."
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,Ἐκ τῆς οὐσίας καὶ τὸ ὁμοούσιον[Ek tēs ousias kai to homoousion].↩
Corpus_cpg-2120,Übersetzung (Deutsch): Über die Beschlüsse der Synode von Nizäa (BKV),1.,,"Das Chamäleon ist ein sonderbares Thierchen, mit langen Beinen, eckigem Kopfe, großen Augen. Es sieht, je nachdem es kalt oder warm, fröhlich oder traurig ist, bald grünlich, bald gelblich, weißlich, oder röthlich aus.↩"
Corpus_cpg-2091,Übersetzung (Deutsch): Über die Menschwerdung des Logos und dessen leibliche Erscheinung unter uns (BKV),1.,1,"S. 602Im vorausgehenden haben wir aus der Menge der Fragen bezüglich des heidnischen Götzenwahnes und Aberglaubens wenigstens einige wenige zur Genüge erörtert, so die Frage, wie man im Anfang auf diese Verirrungen kam und wie die Menschen aus ihrer Bosheit heraus sich ihren Götzenkult ersannen. Doch haben wir mit Gottes Gnade auch schon über den göttlichen Logos des Vaters einige wenige Andeutungen gemacht und über seine allumfassende Vorsehung und Macht und gezeigt, daß der gütige Vater durch ihn alles anordnet, alles von ihm Bewegung und in ihm Leben erhält. Nun wohlan, Glücklicher und wahrer Christusjünger1, im folgenden wollen wir, dem frommen Glauben treu, auch die Fragen von der Menschwerdung des Logos behandeln und uns klar werden über seine göttliche Erscheinung unter uns, auf welche die Juden lästern, die Heiden höhnen, die wir aber anbeten. So soll dann die äußere Erniedrigung des Logos dir geradezu Anlaß geben zu einer noch größeren und höheren Ehrfurcht gegen ihn. Denn je mehr er den Ungläubigen zum Gespötte ist, desto schlagender führt er den Beweis für seine Gottheit, weil er das als möglich offenbart, was Menschen unmöglich und darum unbegreiflich finden, weil er in seiner Güte das ehrenhaft macht, was Menschen als anstößig verspotten, weil er in seiner Macht das als göttlich erweist, was die Menschen in ihrer Weisheit als menschliche Schwächen verhöhnen, insofern er den Götzenwahn mit seiner vermeintlichen Erniedrigung am Kreuze zerstört und die Spötter und Ungläubigen unvermerkt bekehrt, so daß sie seine Gottheit und Macht anerkennen. Zur Erläuterung dessen ist es angezeigt, an das bereits Gesagte zu erinnern, damitS. 603du auch den Grund der in einem Leibe erfolgten Erscheinung des so großen und erhabenen Logos des Vaters einsehen könnest und nicht etwa meinst, der Heiland hätte dem Naturgesetz zufolge einen Leib getragen; vielmehr sollst du erkennen, daß er, obschon unkörperlich von Natur und Logos, gleichwohl gehorsam der Menschenfreundlichkeit und Güte seines Vaters um unseres Heiles willen im Menschenleibe uns erschienen ist."
Corpus_cpg-2091,Übersetzung (Deutsch): Über die Menschwerdung des Logos und dessen leibliche Erscheinung unter uns (BKV),1.,,"Es empfiehlt sich aber, bei einer diesbezüglichen Erörterung zuerst von der Schöpfung der Welt zu reden und von ihrem schöpferischen Gott, um so auch ihre Erneuerung durch den Logos, der sie im Anfange geschaffen hat, recht würdigen zu können. Denn man wird keinen Widerspruch darin finden, wenn der Vater die Erlösung der Welt in dem bewerkstelligt hat, durch den er sie auch erschaffen."
